take_id,public_subject_id,background,gesture_id,total_frames,evaluated_frames,gesture_frames,no_gesture_frames,no_hand_frames,unannotated_frames,gesture_fraction,no_gesture_fraction,no_hand_fraction,gesture_duration_frames,gesture_duration_s,fps
P01_WHITE_U_take_0010,P01,WHITE,U,178,178,54,124,0,0,0.30337078651685395,0.6966292134831461,0.0,54,2.7,20.0
P01_WHITE_V_take_0001,P01,WHITE,V,182,182,59,123,0,0,0.3241758241758242,0.6758241758241759,0.0,59,2.95,20.0
P01_WHITE_V_take_0002,P01,WHITE,V,182,182,57,125,0,0,0.3131868131868132,0.6868131868131868,0.0,57,2.85,20.0
P01_WHITE_V_take_0003,P01,WHITE,V,181,181,61,120,0,0,0.3370165745856354,0.6629834254143646,0.0,61,3.05,20.0
P01_WHITE_V_take_0004,P01,WHITE,V,182,182,56,126,0,0,0.3076923076923077,0.6923076923076923,0.0,56,2.8,20.0
P01_WHITE_V_take_0005,P01,WHITE,V,182,182,56,126,0,0,0.3076923076923077,0.6923076923076923,0.0,56,2.8,20.0
P01_WHITE_V_take_0006,P01,WHITE,V,182,182,55,127,0,0,0.3021978021978022,0.6978021978021978,0.0,55,2.75,20.0
P01_WHITE_V_take_0007,P01,WHITE,V,181,181,60,121,0,0,0.3314917127071823,0.6685082872928176,0.0,60,3.0,20.0
P01_WHITE_V_take_0008,P01,WHITE,V,181,181,46,135,0,0,0.2541436464088398,0.7458563535911602,0.0,46,2.3,20.0
P01_WHITE_V_take_0009,P01,WHITE,V,182,182,56,126,0,0,0.3076923076923077,0.6923076923076923,0.0,56,2.8,20.0
P01_WHITE_V_take_0010,P01,WHITE,V,181,181,57,124,0,0,0.3149171270718232,0.6850828729281768,0.0,57,2.85,20.0
P01_WHITE_W_take_0001,P01,WHITE,W,181,181,58,123,0,0,0.32044198895027626,0.6795580110497238,0.0,58,2.9,20.0
P01_WHITE_W_take_0002,P01,WHITE,W,182,182,56,126,0,0,0.3076923076923077,0.6923076923076923,0.0,56,2.8,20.0
P01_WHITE_W_take_0003,P01,WHITE,W,182,182,59,123,0,0,0.3241758241758242,0.6758241758241759,0.0,59,2.95,20.0
P01_WHITE_W_take_0004,P01,WHITE,W,181,181,57,124,0,0,0.3149171270718232,0.6850828729281768,0.0,57,2.85,20.0
P01_WHITE_W_take_0005,P01,WHITE,W,181,181,54,127,0,0,0.2983425414364641,0.7016574585635359,0.0,54,2.7,20.0
P01_WHITE_W_take_0006,P01,WHITE,W,181,181,68,113,0,0,0.3756906077348066,0.6243093922651933,0.0,68,3.4,20.0
P01_WHITE_W_take_0007,P01,WHITE,W,182,182,55,127,0,0,0.3021978021978022,0.6978021978021978,0.0,55,2.75,20.0
P01_WHITE_W_take_0008,P01,WHITE,W,182,182,64,118,0,0,0.3516483516483517,0.6483516483516484,0.0,64,3.2,20.0
P01_WHITE_W_take_0009,P01,WHITE,W,182,182,58,124,0,0,0.31868131868131866,0.6813186813186813,0.0,58,2.9,20.0
P01_WHITE_W_take_0010,P01,WHITE,W,181,181,66,115,0,0,0.36464088397790057,0.6353591160220995,0.0,66,3.3,20.0
P01_WHITE_Y_take_0001,P01,WHITE,Y,181,181,54,127,0,0,0.2983425414364641,0.7016574585635359,0.0,54,2.7,20.0
P01_WHITE_Y_take_0002,P01,WHITE,Y,182,182,56,126,0,0,0.3076923076923077,0.6923076923076923,0.0,56,2.8,20.0
P01_WHITE_Y_take_0003,P01,WHITE,Y,182,182,52,130,0,0,0.2857142857142857,0.7142857142857143,0.0,52,2.6,20.0
P01_WHITE_Y_take_0004,P01,WHITE,Y,182,182,62,120,0,0,0.34065934065934067,0.6593406593406593,0.0,62,3.1,20.0
P01_WHITE_Y_take_0005,P01,WHITE,Y,182,182,55,127,0,0,0.3021978021978022,0.6978021978021978,0.0,55,2.75,20.0
P01_WHITE_Y_take_0006,P01,WHITE,Y,182,182,56,126,0,0,0.3076923076923077,0.6923076923076923,0.0,56,2.8,20.0
P01_WHITE_Y_take_0007,P01,WHITE,Y,181,181,53,128,0,0,0.292817679558011,0.7071823204419889,0.0,53,2.65,20.0
P01_WHITE_Y_take_0008,P01,WHITE,Y,181,181,72,109,0,0,0.39779005524861877,0.6022099447513812,0.0,72,3.6,20.0
P01_WHITE_Y_take_0009,P01,WHITE,Y,182,182,59,123,0,0,0.3241758241758242,0.6758241758241759,0.0,59,2.95,20.0
P01_WHITE_Y_take_0010,P01,WHITE,Y,181,181,64,117,0,0,0.35359116022099446,0.6464088397790055,0.0,64,3.2,20.0
P02_BLACK_A_take_0001,P02,BLACK,A,159,159,55,104,0,0,0.34591194968553457,0.6540880503144654,0.0,55,2.75,20.0
P02_BLACK_A_take_0002,P02,BLACK,A,156,156,46,110,0,0,0.2948717948717949,0.7051282051282052,0.0,46,2.3,20.0
P02_BLACK_A_take_0003,P02,BLACK,A,159,159,55,104,0,0,0.34591194968553457,0.6540880503144654,0.0,55,2.75,20.0
P02_BLACK_A_take_0004,P02,BLACK,A,158,158,55,103,0,0,0.34810126582278483,0.6518987341772152,0.0,55,2.75,20.0
P02_BLACK_A_take_0005,P02,BLACK,A,161,161,53,105,3,0,0.32919254658385094,0.6521739130434783,0.018633540372670808,53,2.65,20.0
P02_BLACK_A_take_0006,P02,BLACK,A,157,157,59,98,0,0,0.37579617834394907,0.6242038216560509,0.0,59,2.95,20.0
P02_BLACK_A_take_0007,P02,BLACK,A,158,158,61,97,0,0,0.3860759493670886,0.6139240506329114,0.0,61,3.05,20.0
P02_BLACK_A_take_0008,P02,BLACK,A,160,160,43,117,0,0,0.26875,0.73125,0.0,43,2.15,20.0
P02_BLACK_A_take_0009,P02,BLACK,A,159,159,63,96,0,0,0.39622641509433965,0.6037735849056604,0.0,63,3.15,20.0
P02_BLACK_A_take_0010,P02,BLACK,A,158,158,62,96,0,0,0.3924050632911392,0.6075949367088608,0.0,62,3.1,20.0
P02_BLACK_B_take_0001,P02,BLACK,B,157,157,58,99,0,0,0.36942675159235666,0.6305732484076433,0.0,58,2.9,20.0
P02_BLACK_B_take_0002,P02,BLACK,B,162,162,54,108,0,0,0.3333333333333333,0.6666666666666666,0.0,54,2.7,20.0
P02_BLACK_B_take_0003,P02,BLACK,B,159,159,62,97,0,0,0.389937106918239,0.610062893081761,0.0,62,3.1,20.0
P02_BLACK_B_take_0004,P02,BLACK,B,158,158,58,100,0,0,0.3670886075949367,0.6329113924050633,0.0,58,2.9,20.0
P02_BLACK_B_take_0005,P02,BLACK,B,162,162,64,98,0,0,0.3950617283950617,0.6049382716049383,0.0,64,3.2,20.0
P02_BLACK_B_take_0006,P02,BLACK,B,157,157,52,105,0,0,0.33121019108280253,0.6687898089171974,0.0,52,2.6,20.0
P02_BLACK_B_take_0007,P02,BLACK,B,158,158,60,98,0,0,0.379746835443038,0.620253164556962,0.0,60,3.0,20.0
P02_BLACK_B_take_0008,P02,BLACK,B,159,159,52,107,0,0,0.3270440251572327,0.6729559748427673,0.0,52,2.6,20.0
P02_BLACK_B_take_0009,P02,BLACK,B,153,153,52,101,0,0,0.33986928104575165,0.6601307189542484,0.0,52,2.6,20.0
P02_BLACK_B_take_0010,P02,BLACK,B,159,159,54,102,3,0,0.33962264150943394,0.6415094339622641,0.018867924528301886,54,2.7,20.0
P02_BLACK_C_take_0001,P02,BLACK,C,159,159,56,103,0,0,0.3522012578616352,0.6477987421383647,0.0,56,2.8,20.0
P02_BLACK_C_take_0002,P02,BLACK,C,160,160,48,111,1,0,0.3,0.69375,0.00625,48,2.4,20.0
P02_BLACK_C_take_0003,P02,BLACK,C,159,159,49,110,0,0,0.3081761006289308,0.6918238993710691,0.0,49,2.45,20.0
P02_BLACK_C_take_0004,P02,BLACK,C,157,157,64,93,0,0,0.40764331210191085,0.5923566878980892,0.0,64,3.2,20.0
P02_BLACK_C_take_0005,P02,BLACK,C,158,158,53,105,0,0,0.33544303797468356,0.6645569620253164,0.0,53,2.65,20.0
P02_BLACK_C_take_0006,P02,BLACK,C,158,158,38,120,0,0,0.24050632911392406,0.759493670886076,0.0,38,1.9,20.0
P02_BLACK_C_take_0007,P02,BLACK,C,158,158,35,119,4,0,0.22151898734177214,0.7531645569620253,0.02531645569620253,35,1.75,20.0
P02_BLACK_C_take_0008,P02,BLACK,C,160,160,59,101,0,0,0.36875,0.63125,0.0,59,2.95,20.0
P02_BLACK_C_take_0009,P02,BLACK,C,159,159,51,107,1,0,0.32075471698113206,0.6729559748427673,0.006289308176100629,51,2.55,20.0
P02_BLACK_C_take_0010,P02,BLACK,C,161,161,48,113,0,0,0.2981366459627329,0.7018633540372671,0.0,48,2.4,20.0
P02_BLACK_E_take_0001,P02,BLACK,E,172,172,50,122,0,0,0.29069767441860467,0.7093023255813954,0.0,50,2.5,20.0
P02_BLACK_E_take_0002,P02,BLACK,E,169,169,62,107,0,0,0.3668639053254438,0.6331360946745562,0.0,62,3.1,20.0
P02_BLACK_E_take_0003,P02,BLACK,E,174,174,64,110,0,0,0.367816091954023,0.632183908045977,0.0,64,3.2,20.0
P02_BLACK_E_take_0004,P02,BLACK,E,172,172,64,108,0,0,0.37209302325581395,0.627906976744186,0.0,64,3.2,20.0
P02_BLACK_E_take_0005,P02,BLACK,E,160,160,69,91,0,0,0.43125,0.56875,0.0,69,3.45,20.0
P02_BLACK_E_take_0006,P02,BLACK,E,153,153,53,100,0,0,0.3464052287581699,0.6535947712418301,0.0,53,2.65,20.0
P02_BLACK_E_take_0007,P02,BLACK,E,162,162,61,101,0,0,0.3765432098765432,0.6234567901234568,0.0,61,3.05,20.0
P02_BLACK_E_take_0008,P02,BLACK,E,158,158,55,103,0,0,0.34810126582278483,0.6518987341772152,0.0,55,2.75,20.0
P02_BLACK_E_take_0009,P02,BLACK,E,164,164,63,101,0,0,0.38414634146341464,0.6158536585365854,0.0,63,3.15,20.0
P02_BLACK_E_take_0010,P02,BLACK,E,158,158,57,101,0,0,0.36075949367088606,0.6392405063291139,0.0,57,2.85,20.0
P02_BLACK_I_take_0001,P02,BLACK,I,162,162,61,101,0,0,0.3765432098765432,0.6234567901234568,0.0,61,3.05,20.0
P02_BLACK_I_take_0002,P02,BLACK,I,174,174,63,111,0,0,0.3620689655172414,0.6379310344827587,0.0,63,3.15,20.0
P02_BLACK_I_take_0003,P02,BLACK,I,176,176,68,108,0,0,0.38636363636363635,0.6136363636363636,0.0,68,3.4,20.0
P02_BLACK_I_take_0004,P02,BLACK,I,169,169,56,113,0,0,0.33136094674556216,0.6686390532544378,0.0,56,2.8,20.0
P02_BLACK_I_take_0005,P02,BLACK,I,164,164,56,108,0,0,0.34146341463414637,0.6585365853658537,0.0,56,2.8,20.0
P02_BLACK_I_take_0006,P02,BLACK,I,171,171,77,94,0,0,0.4502923976608187,0.5497076023391813,0.0,77,3.85,20.0
P02_BLACK_I_take_0007,P02,BLACK,I,170,170,69,101,0,0,0.40588235294117647,0.5941176470588235,0.0,69,3.45,20.0
P02_BLACK_I_take_0008,P02,BLACK,I,170,170,66,104,0,0,0.38823529411764707,0.611764705882353,0.0,66,3.3,20.0
P02_BLACK_I_take_0009,P02,BLACK,I,161,161,68,93,0,0,0.422360248447205,0.577639751552795,0.0,68,3.4,20.0
P02_BLACK_I_take_0010,P02,BLACK,I,162,162,63,99,0,0,0.3888888888888889,0.6111111111111112,0.0,63,3.15,20.0
P02_BLACK_L_take_0001,P02,BLACK,L,172,172,66,106,0,0,0.38372093023255816,0.6162790697674418,0.0,66,3.3,20.0
P02_BLACK_L_take_0002,P02,BLACK,L,171,171,68,103,0,0,0.39766081871345027,0.6023391812865497,0.0,68,3.4,20.0
P02_BLACK_L_take_0003,P02,BLACK,L,170,170,47,123,0,0,0.27647058823529413,0.7235294117647059,0.0,47,2.35,20.0
P02_BLACK_L_take_0004,P02,BLACK,L,171,171,58,113,0,0,0.3391812865497076,0.6608187134502924,0.0,58,2.9,20.0
P02_BLACK_L_take_0005,P02,BLACK,L,169,169,64,105,0,0,0.378698224852071,0.621301775147929,0.0,64,3.2,20.0
P02_BLACK_L_take_0006,P02,BLACK,L,167,167,66,101,0,0,0.39520958083832336,0.6047904191616766,0.0,66,3.3,20.0
P02_BLACK_L_take_0007,P02,BLACK,L,172,172,68,104,0,0,0.3953488372093023,0.6046511627906976,0.0,68,3.4,20.0
P02_BLACK_L_take_0008,P02,BLACK,L,166,166,39,127,0,0,0.23493975903614459,0.7650602409638554,0.0,39,1.95,20.0
P02_BLACK_L_take_0009,P02,BLACK,L,168,168,63,105,0,0,0.375,0.625,0.0,63,3.15,20.0
P02_BLACK_L_take_0010,P02,BLACK,L,167,167,70,97,0,0,0.41916167664670656,0.5808383233532934,0.0,70,3.5,20.0
P02_BLACK_M_take_0001,P02,BLACK,M,157,157,68,89,0,0,0.43312101910828027,0.5668789808917197,0.0,68,3.4,20.0
P02_BLACK_M_take_0002,P02,BLACK,M,158,158,51,107,0,0,0.3227848101265823,0.6772151898734177,0.0,51,2.55,20.0
P02_BLACK_M_take_0003,P02,BLACK,M,160,160,56,104,0,0,0.35,0.65,0.0,56,2.8,20.0
P02_BLACK_M_take_0004,P02,BLACK,M,159,159,55,104,0,0,0.34591194968553457,0.6540880503144654,0.0,55,2.75,20.0
P02_BLACK_M_take_0005,P02,BLACK,M,156,156,47,109,0,0,0.30128205128205127,0.6987179487179487,0.0,47,2.35,20.0
P02_BLACK_M_take_0006,P02,BLACK,M,161,161,63,98,0,0,0.391304347826087,0.6086956521739131,0.0,63,3.15,20.0
P02_BLACK_M_take_0007,P02,BLACK,M,165,165,50,115,0,0,0.30303030303030304,0.696969696969697,0.0,50,2.5,20.0
P02_BLACK_M_take_0008,P02,BLACK,M,161,161,52,109,0,0,0.32298136645962733,0.6770186335403726,0.0,52,2.6,20.0
P02_BLACK_M_take_0009,P02,BLACK,M,158,158,54,104,0,0,0.34177215189873417,0.6582278481012658,0.0,54,2.7,20.0
P02_BLACK_M_take_0010,P02,BLACK,M,157,157,52,105,0,0,0.33121019108280253,0.6687898089171974,0.0,52,2.6,20.0
P02_BLACK_N_take_0001,P02,BLACK,N,163,163,54,109,0,0,0.3312883435582822,0.6687116564417178,0.0,54,2.7,20.0
P02_BLACK_N_take_0002,P02,BLACK,N,159,159,54,105,0,0,0.33962264150943394,0.660377358490566,0.0,54,2.7,20.0
P02_BLACK_N_take_0003,P02,BLACK,N,162,162,60,100,2,0,0.37037037037037035,0.6172839506172839,0.012345679012345678,60,3.0,20.0
P02_BLACK_N_take_0004,P02,BLACK,N,161,161,51,110,0,0,0.3167701863354037,0.6832298136645962,0.0,51,2.55,20.0
P02_BLACK_N_take_0005,P02,BLACK,N,161,161,56,105,0,0,0.34782608695652173,0.6521739130434783,0.0,56,2.8,20.0
P02_BLACK_N_take_0006,P02,BLACK,N,157,157,51,106,0,0,0.3248407643312102,0.6751592356687898,0.0,51,2.55,20.0
P02_BLACK_N_take_0007,P02,BLACK,N,157,157,54,103,0,0,0.34394904458598724,0.6560509554140127,0.0,54,2.7,20.0
P02_BLACK_N_take_0008,P02,BLACK,N,155,155,61,94,0,0,0.3935483870967742,0.6064516129032258,0.0,61,3.05,20.0
P02_BLACK_N_take_0009,P02,BLACK,N,153,153,59,94,0,0,0.38562091503267976,0.6143790849673203,0.0,59,2.95,20.0
P02_BLACK_N_take_0010,P02,BLACK,N,157,157,58,99,0,0,0.36942675159235666,0.6305732484076433,0.0,58,2.9,20.0
P02_BLACK_O_take_0001,P02,BLACK,O,154,154,55,99,0,0,0.35714285714285715,0.6428571428571429,0.0,55,2.75,20.0
P02_BLACK_O_take_0002,P02,BLACK,O,149,149,57,92,0,0,0.3825503355704698,0.6174496644295302,0.0,57,2.85,20.0
P02_BLACK_O_take_0003,P02,BLACK,O,150,150,56,94,0,0,0.37333333333333335,0.6266666666666667,0.0,56,2.8,20.0
P02_BLACK_O_take_0004,P02,BLACK,O,150,150,41,109,0,0,0.2733333333333333,0.7266666666666667,0.0,41,2.05,20.0
P02_BLACK_O_take_0005,P02,BLACK,O,154,154,79,75,0,0,0.512987012987013,0.487012987012987,0.0,79,3.95,20.0
P02_BLACK_O_take_0006,P02,BLACK,O,157,157,41,116,0,0,0.2611464968152866,0.7388535031847133,0.0,41,2.05,20.0
P02_BLACK_O_take_0007,P02,BLACK,O,155,155,65,90,0,0,0.41935483870967744,0.5806451612903226,0.0,65,3.25,20.0
P02_BLACK_O_take_0008,P02,BLACK,O,160,160,49,111,0,0,0.30625,0.69375,0.0,49,2.45,20.0
P02_BLACK_O_take_0009,P02,BLACK,O,157,157,59,98,0,0,0.37579617834394907,0.6242038216560509,0.0,59,2.95,20.0
P02_BLACK_O_take_0010,P02,BLACK,O,156,156,57,99,0,0,0.36538461538461536,0.6346153846153846,0.0,57,2.85,20.0
P02_BLACK_P_take_0001,P02,BLACK,P,159,159,50,109,0,0,0.31446540880503143,0.6855345911949685,0.0,50,2.5,20.0
P02_BLACK_P_take_0002,P02,BLACK,P,155,155,53,102,0,0,0.3419354838709677,0.6580645161290323,0.0,53,2.65,20.0
P02_BLACK_P_take_0003,P02,BLACK,P,145,145,61,84,0,0,0.4206896551724138,0.5793103448275863,0.0,61,3.05,20.0
P02_BLACK_P_take_0004,P02,BLACK,P,145,145,51,93,1,0,0.35172413793103446,0.6413793103448275,0.006896551724137931,51,2.55,20.0
P02_BLACK_P_take_0005,P02,BLACK,P,153,153,46,107,0,0,0.3006535947712418,0.6993464052287581,0.0,46,2.3,20.0
P02_BLACK_P_take_0006,P02,BLACK,P,154,154,59,95,0,0,0.38311688311688313,0.6168831168831169,0.0,59,2.95,20.0
P02_BLACK_P_take_0007,P02,BLACK,P,154,154,50,104,0,0,0.3246753246753247,0.6753246753246753,0.0,50,2.5,20.0
P02_BLACK_P_take_0008,P02,BLACK,P,154,154,56,98,0,0,0.36363636363636365,0.6363636363636364,0.0,56,2.8,20.0
P02_BLACK_P_take_0009,P02,BLACK,P,153,153,53,100,0,0,0.3464052287581699,0.6535947712418301,0.0,53,2.65,20.0
P02_BLACK_P_take_0010,P02,BLACK,P,149,149,55,94,0,0,0.3691275167785235,0.6308724832214765,0.0,55,2.75,20.0
P02_BLACK_R_take_0001,P02,BLACK,R,156,156,58,98,0,0,0.3717948717948718,0.6282051282051282,0.0,58,2.9,20.0
P02_BLACK_R_take_0002,P02,BLACK,R,156,156,58,98,0,0,0.3717948717948718,0.6282051282051282,0.0,58,2.9,20.0
P02_BLACK_R_take_0003,P02,BLACK,R,158,158,49,109,0,0,0.310126582278481,0.689873417721519,0.0,49,2.45,20.0
P02_BLACK_R_take_0004,P02,BLACK,R,157,157,43,114,0,0,0.27388535031847133,0.7261146496815286,0.0,43,2.15,20.0
P02_BLACK_R_take_0005,P02,BLACK,R,156,156,75,81,0,0,0.4807692307692308,0.5192307692307693,0.0,75,3.75,20.0
P02_BLACK_R_take_0006,P02,BLACK,R,157,157,44,113,0,0,0.2802547770700637,0.7197452229299363,0.0,44,2.2,20.0
P02_BLACK_R_take_0007,P02,BLACK,R,157,157,66,91,0,0,0.42038216560509556,0.5796178343949044,0.0,66,3.3,20.0
P02_BLACK_R_take_0008,P02,BLACK,R,159,159,58,101,0,0,0.36477987421383645,0.6352201257861635,0.0,58,2.9,20.0
P02_BLACK_R_take_0009,P02,BLACK,R,158,158,50,108,0,0,0.31645569620253167,0.6835443037974683,0.0,50,2.5,20.0
P02_BLACK_R_take_0010,P02,BLACK,R,157,157,46,111,0,0,0.2929936305732484,0.7070063694267515,0.0,46,2.3,20.0
P02_BLACK_S_take_0001,P02,BLACK,S,146,146,62,84,0,0,0.4246575342465753,0.5753424657534246,0.0,62,3.1,20.0
P02_BLACK_S_take_0002,P02,BLACK,S,146,146,65,81,0,0,0.4452054794520548,0.5547945205479452,0.0,65,3.25,20.0
P02_BLACK_S_take_0003,P02,BLACK,S,158,158,34,124,0,0,0.21518987341772153,0.7848101265822784,0.0,34,1.7,20.0
P02_BLACK_S_take_0004,P02,BLACK,S,145,145,21,124,0,0,0.14482758620689656,0.8551724137931035,0.0,21,1.05,20.0
P02_BLACK_S_take_0005,P02,BLACK,S,147,147,23,124,0,0,0.1564625850340136,0.8435374149659864,0.0,23,1.15,20.0
P02_BLACK_S_take_0006,P02,BLACK,S,150,150,26,124,0,0,0.17333333333333334,0.8266666666666667,0.0,26,1.3,20.0
P02_BLACK_S_take_0007,P02,BLACK,S,154,154,56,98,0,0,0.36363636363636365,0.6363636363636364,0.0,56,2.8,20.0
P02_BLACK_S_take_0008,P02,BLACK,S,148,148,52,96,0,0,0.35135135135135137,0.6486486486486487,0.0,52,2.6,20.0
P02_BLACK_S_take_0009,P02,BLACK,S,150,150,57,93,0,0,0.38,0.62,0.0,57,2.85,20.0
P02_BLACK_S_take_0010,P02,BLACK,S,160,160,55,105,0,0,0.34375,0.65625,0.0,55,2.75,20.0
P02_BLACK_T_take_0001,P02,BLACK,T,156,156,56,100,0,0,0.358974358974359,0.6410256410256411,0.0,56,2.8,20.0
P02_BLACK_T_take_0002,P02,BLACK,T,160,160,52,108,0,0,0.325,0.675,0.0,52,2.6,20.0
P02_BLACK_T_take_0003,P02,BLACK,T,156,156,58,98,0,0,0.3717948717948718,0.6282051282051282,0.0,58,2.9,20.0
P02_BLACK_T_take_0004,P02,BLACK,T,152,152,47,105,0,0,0.3092105263157895,0.6907894736842105,0.0,47,2.35,20.0
P02_BLACK_T_take_0005,P02,BLACK,T,152,152,54,98,0,0,0.35526315789473684,0.6447368421052632,0.0,54,2.7,20.0
P02_BLACK_T_take_0006,P02,BLACK,T,157,157,60,97,0,0,0.3821656050955414,0.6178343949044586,0.0,60,3.0,20.0
P02_BLACK_T_take_0007,P02,BLACK,T,150,150,55,95,0,0,0.36666666666666664,0.6333333333333333,0.0,55,2.75,20.0
P02_BLACK_T_take_0008,P02,BLACK,T,159,159,57,102,0,0,0.3584905660377358,0.6415094339622641,0.0,57,2.85,20.0
P02_BLACK_T_take_0009,P02,BLACK,T,150,150,48,102,0,0,0.32,0.68,0.0,48,2.4,20.0
P02_BLACK_T_take_0010,P02,BLACK,T,166,166,59,107,0,0,0.35542168674698793,0.6445783132530121,0.0,59,2.95,20.0
P02_BLACK_U_take_0001,P02,BLACK,U,145,145,49,96,0,0,0.33793103448275863,0.6620689655172414,0.0,49,2.45,20.0
P02_BLACK_U_take_0002,P02,BLACK,U,139,139,53,86,0,0,0.381294964028777,0.6187050359712231,0.0,53,2.65,20.0
P02_BLACK_U_take_0003,P02,BLACK,U,142,142,44,98,0,0,0.30985915492957744,0.6901408450704225,0.0,44,2.2,20.0
P02_BLACK_U_take_0004,P02,BLACK,U,144,144,42,102,0,0,0.2916666666666667,0.7083333333333334,0.0,42,2.1,20.0
P02_BLACK_U_take_0005,P02,BLACK,U,140,140,39,101,0,0,0.2785714285714286,0.7214285714285714,0.0,39,1.95,20.0
P02_BLACK_U_take_0006,P02,BLACK,U,141,141,45,96,0,0,0.3191489361702128,0.6808510638297872,0.0,45,2.25,20.0
P02_BLACK_U_take_0007,P02,BLACK,U,135,135,42,93,0,0,0.3111111111111111,0.6888888888888889,0.0,42,2.1,20.0
P02_BLACK_U_take_0008,P02,BLACK,U,143,143,38,105,0,0,0.26573426573426573,0.7342657342657343,0.0,38,1.9,20.0
P02_BLACK_U_take_0009,P02,BLACK,U,140,140,47,93,0,0,0.3357142857142857,0.6642857142857143,0.0,47,2.35,20.0
P02_BLACK_U_take_0010,P02,BLACK,U,144,144,46,96,2,0,0.3194444444444444,0.6666666666666666,0.013888888888888888,46,2.3,20.0
P02_BLACK_V_take_0001,P02,BLACK,V,161,161,56,105,0,0,0.34782608695652173,0.6521739130434783,0.0,56,2.8,20.0
P02_BLACK_V_take_0002,P02,BLACK,V,162,162,61,101,0,0,0.3765432098765432,0.6234567901234568,0.0,61,3.05,20.0
P02_BLACK_V_take_0003,P02,BLACK,V,154,154,59,95,0,0,0.38311688311688313,0.6168831168831169,0.0,59,2.95,20.0
P02_BLACK_V_take_0004,P02,BLACK,V,154,154,63,91,0,0,0.4090909090909091,0.5909090909090909,0.0,63,3.15,20.0
P02_BLACK_V_take_0005,P02,BLACK,V,172,172,81,91,0,0,0.47093023255813954,0.5290697674418605,0.0,81,4.05,20.0
P02_BLACK_V_take_0006,P02,BLACK,V,170,170,74,96,0,0,0.43529411764705883,0.5647058823529412,0.0,74,3.7,20.0
P02_BLACK_V_take_0007,P02,BLACK,V,167,167,71,96,0,0,0.4251497005988024,0.5748502994011976,0.0,71,3.55,20.0
P02_BLACK_V_take_0008,P02,BLACK,V,162,162,64,98,0,0,0.3950617283950617,0.6049382716049383,0.0,64,3.2,20.0
P02_BLACK_V_take_0009,P02,BLACK,V,157,157,45,112,0,0,0.28662420382165604,0.7133757961783439,0.0,45,2.25,20.0
P02_BLACK_V_take_0010,P02,BLACK,V,168,168,60,108,0,0,0.35714285714285715,0.6428571428571429,0.0,60,3.0,20.0
P02_BLACK_W_take_0001,P02,BLACK,W,154,154,51,103,0,0,0.33116883116883117,0.6688311688311688,0.0,51,2.55,20.0
P02_BLACK_W_take_0002,P02,BLACK,W,156,156,44,112,0,0,0.28205128205128205,0.717948717948718,0.0,44,2.2,20.0
P02_BLACK_W_take_0003,P02,BLACK,W,156,156,56,100,0,0,0.358974358974359,0.6410256410256411,0.0,56,2.8,20.0
P02_BLACK_W_take_0004,P02,BLACK,W,155,155,59,96,0,0,0.38064516129032255,0.6193548387096774,0.0,59,2.95,20.0
P02_BLACK_W_take_0005,P02,BLACK,W,156,156,50,106,0,0,0.32051282051282054,0.6794871794871795,0.0,50,2.5,20.0
P02_BLACK_W_take_0006,P02,BLACK,W,155,155,58,97,0,0,0.3741935483870968,0.6258064516129033,0.0,58,2.9,20.0
P02_BLACK_W_take_0007,P02,BLACK,W,152,152,53,99,0,0,0.34868421052631576,0.6513157894736842,0.0,53,2.65,20.0
P02_BLACK_W_take_0008,P02,BLACK,W,149,149,58,91,0,0,0.38926174496644295,0.610738255033557,0.0,58,2.9,20.0
P02_BLACK_W_take_0009,P02,BLACK,W,145,145,44,101,0,0,0.30344827586206896,0.696551724137931,0.0,44,2.2,20.0
P02_BLACK_W_take_0010,P02,BLACK,W,146,146,50,96,0,0,0.3424657534246575,0.6575342465753424,0.0,50,2.5,20.0
P02_BLACK_Y_take_0001,P02,BLACK,Y,151,151,65,86,0,0,0.4304635761589404,0.5695364238410596,0.0,65,3.25,20.0
P02_BLACK_Y_take_0002,P02,BLACK,Y,157,157,53,104,0,0,0.3375796178343949,0.6624203821656051,0.0,53,2.65,20.0
P02_BLACK_Y_take_0003,P02,BLACK,Y,151,151,51,100,0,0,0.33774834437086093,0.6622516556291391,0.0,51,2.55,20.0
P02_BLACK_Y_take_0004,P02,BLACK,Y,151,151,51,100,0,0,0.33774834437086093,0.6622516556291391,0.0,51,2.55,20.0
P02_BLACK_Y_take_0005,P02,BLACK,Y,160,160,58,102,0,0,0.3625,0.6375,0.0,58,2.9,20.0
P02_BLACK_Y_take_0006,P02,BLACK,Y,154,154,54,100,0,0,0.35064935064935066,0.6493506493506493,0.0,54,2.7,20.0
P02_BLACK_Y_take_0007,P02,BLACK,Y,154,154,70,84,0,0,0.45454545454545453,0.5454545454545454,0.0,70,3.5,20.0
P02_BLACK_Y_take_0008,P02,BLACK,Y,153,153,67,86,0,0,0.43790849673202614,0.5620915032679739,0.0,67,3.35,20.0
P02_BLACK_Y_take_0009,P02,BLACK,Y,153,153,53,100,0,0,0.3464052287581699,0.6535947712418301,0.0,53,2.65,20.0
P02_BLACK_Y_take_0010,P02,BLACK,Y,153,153,65,88,0,0,0.42483660130718953,0.5751633986928104,0.0,65,3.25,20.0
P02_BLUE_A_take_0001,P02,BLUE,A,157,157,49,108,0,0,0.31210191082802546,0.6878980891719745,0.0,49,2.45,20.0
